location,size,total_sqft,price,category,bhk,price_per_sqft
Whitefield,3 BHK,1405,7800000,Urban,3,5551.601423
Begur Road,2 BHK,1160,4408000,Urban,2,3800
Kengeri Satellite Town ( BDA SITE),4 Bedroom,1600,17200000,Urban,4,10750
Hebbal,3 BHK,1790,12700000,Urban,3,7094.972067
Electronic City,2 BHK,1128,6565000,Urban,2,5820.035461
Panathur,2 BHK,1180,7000000,Urban,2,5932.20339
AGS Layout,3 BHK,1450,8500000,Urban,3,5862.068966
Kengeri,1 BHK,340,1000000,Urban,1,2941.176471
Srinagar,4 Bedroom,2000,16600000,Urban,4,8300
Rachenahalli,2 BHK,1050,5350000,Urban,2,5095.238095
Varthur,2 BHK,1125,4000000,Urban,2,3555.555556
Vittasandra,2 BHK,1246,6800000,Urban,2,5457.463884
HSR Layout,2 BHK,1372,6100000,Urban,2,4446.06414
Uttarahalli,3 BHK,1330,5600000,Urban,3,4210.526316
Binny Pete,3 BHK,2465,23400000,Urban,3,9492.900609
Dasarahalli,2 BHK,1300,5500000,Urban,2,4230.769231
Brigade Road,2 Bedroom,1420,22000000,Urban,2,15492.95775
Bannerghatta,4 Bedroom,810,5000000,Urban,4,6172.839506
Channasandra,2 BHK,1065,3500000,Urban,2,3286.384977
Hessarghatta,2 BHK,700,2700000,Rural,2,3857.142857
Hebbal,2 BHK,687.325,4272000,Urban,2,6215.400284
Belathur,2 BHK,1050,4500000,Urban,2,4285.714286
Maruthi HBCS Layout,3 BHK,1250,3950000,Urban,3,3160
Electronic City,2 BHK,865,4200000,Urban,2,4855.491329
Uttarahalli,2 BHK,1200,4400000,Urban,2,3666.666667
Srirampura,3 BHK,1756,10000000,Urban,3,5694.76082
Malleshwaram,9 Bedroom,750,15000000,Urban,9,20000
Yelahanka,1 BHK,628,2400000,Urban,1,3821.656051
9th Phase JP Nagar,7 Bedroom,1200,19500000,Urban,7,16250
5th Phase JP Nagar,2 BHK,1207,6300000,Urban,2,5219.55261
Kalena Agrahara,3 BHK,1765,12500000,Urban,3,7082.152975
Electronic City,2 BHK,1130,3264000,Urban,2,2888.495575
Devanahalli Road,3 BHK,1532,9200000,Urban,3,6005.221932
Ejipura,3 BHK,1650,11000000,Urban,3,6666.666667
Horamavu Banaswadi,4 Bedroom,1200,10500000,Urban,4,8750
Bhoganhalli,2 BHK,804.1,6909000,Urban,2,8592.214899
